user_sequence,challenge
57895_12,CI26984
57895_13,CI27018
57899_11,CI24917
57899_12,CI23855
57899_13,CI23933
57903_11,CI24917
57903_12,CI23855
57903_13,CI24261
57906_11,CI24917
57906_12,CI23855
57906_13,CI23933
57910_11,CI24917
57910_12,CI23855
57910_13,CI23933
57911_11,CI27796
57911_12,CI27780
57911_13,CI27781
57913_11,CI23855
57913_12,CI23933
57913_13,CI23714
57914_11,CI24917
57914_12,CI23855
57914_13,CI24261
57915_11,CI27796
57915_12,CI27780
57915_13,CI27781
57917_11,CI24917
57917_12,CI23855
57917_13,CI23933
57918_11,CI24917
57918_12,CI23855
57918_13,CI24261
57921_11,CI24917
57921_12,CI23855
57921_13,CI24261
57922_11,CI24917
57922_12,CI27282
57922_13,CI26052
57923_11,CI23663
57923_12,CI24230
57923_13,CI27805
57924_11,CI27282
57924_12,CI26052
57924_13,CI25727
57925_11,CI24917
57925_12,CI23855
57925_13,CI23933
57926_11,CI24917
57926_12,CI23855
57926_13,CI23933
57927_11,CI27800
57927_12,CI27780
57927_13,CI27781
57928_11,CI24917
57928_12,CI23855
57928_13,CI24261
57930_11,CI24917
57930_12,CI23855
57930_13,CI24261
57931_11,CI24917
57931_12,CI23855
57931_13,CI24261
57932_11,CI24917
57932_12,CI23855
57932_13,CI24261
57933_11,CI23855
57933_12,CI24261
57933_13,CI23933
57934_11,CI24917
57934_12,CI23855
57934_13,CI24261
57935_11,CI24917
57935_12,CI23855
57935_13,CI24261
57936_11,CI23663
57936_12,CI24230
57936_13,CI27805
57942_11,CI24917
57942_12,CI23855
57942_13,CI24261
57943_11,CI23663
57943_12,CI24230
57943_13,CI27805
57945_11,CI23663
57945_12,CI24230
57945_13,CI27805
57947_11,CI24917
57947_12,CI23855
57947_13,CI24261
57948_11,CI24917
57948_12,CI23855
57948_13,CI24261
57950_11,CI24917
57950_12,CI23855
57950_13,CI24261
57953_11,CI24917
57953_12,CI23855
57953_13,CI24261
57963_11,CI24917
57963_12,CI23855
57963_13,CI23933
57965_11,CI24917
57965_12,CI23855
57965_13,CI23933
57967_11,CI24917
57967_12,CI23855
57967_13,CI23933
57968_11,CI23855
57968_12,CI23933
57968_13,CI23714
57969_11,CI24917
57969_12,CI23855
57969_13,CI24261
57970_11,CI24917
57970_12,CI23855
57970_13,CI23933
57971_11,CI24917
57971_12,CI23855
57971_13,CI24261
57972_11,CI24917
57972_12,CI23855
57972_13,CI24261
57974_11,CI27805
57974_12,CI27800
57974_13,CI27796
57979_11,CI27805
57979_12,CI27808
57979_13,CI27800
57984_11,CI24917
57984_12,CI27282
57984_13,CI26052
57986_11,CI23855
57986_12,CI24261
57986_13,CI23933
57990_11,CI24917
57990_12,CI23855
57990_13,CI24261
57992_11,CI24917
57992_12,CI23855
57992_13,CI23933
57997_11,CI24917
57997_12,CI23855
57997_13,CI24261
58002_11,CI24917
58002_12,CI23855
58002_13,CI23933
58009_11,CI24917
58009_12,CI23855
58009_13,CI24261
58010_11,CI24917
58010_12,CI23855
58010_13,CI23933
58013_11,CI24917
58013_12,CI23855
58013_13,CI23933
58015_11,CI24917
58015_12,CI23855
58015_13,CI23933
58021_11,CI26155
58021_12,CI26165
58021_13,CI26156
58024_11,CI24917
58024_12,CI23855
58024_13,CI24261
58026_11,CI24917
58026_12,CI23855
58026_13,CI23714
58029_11,CI26155
58029_12,CI26165
58029_13,CI26156
58032_11,CI26155
58032_12,CI26165
58032_13,CI26156
58034_11,CI26155
58034_12,CI26165
58034_13,CI26156
58038_11,CI24917
58038_12,CI23855
58038_13,CI24261
58039_11,CI26155
58039_12,CI26165
58039_13,CI26156
58041_11,CI26904
58041_12,CI26917
58041_13,CI26902
58042_11,CI24917
58042_12,CI23855
58042_13,CI24261
58046_11,CI24261
58046_12,CI23933
58046_13,CI27282
58048_11,CI24917
58048_12,CI23855
58048_13,CI24261
58051_11,CI26155
58051_12,CI26165
58051_13,CI26156
58052_11,CI26155
58052_12,CI26165
58052_13,CI26156
58054_11,CI24917
58054_12,CI23855
58054_13,CI24261
58056_11,CI26176
58056_12,CI26193
58056_13,CI26178
58059_11,CI23855
58059_12,CI23933
58059_13,CI27282
58060_11,CI24917
58060_12,CI23855
58060_13,CI24261
58064_11,CI24917
58064_12,CI23855
58064_13,CI24261
58065_11,CI24917
58065_12,CI23855
58065_13,CI24261
58066_11,CI24917
58066_12,CI23855
58066_13,CI24261
58068_11,CI26155
58068_12,CI26165
58068_13,CI26156
58069_11,CI24917
58069_12,CI23855
58069_13,CI24261
58070_11,CI24917
58070_12,CI23855
58070_13,CI24261
58073_11,CI24917
58073_12,CI24261
58073_13,CI23933
58074_11,CI26155
58074_12,CI26156
58074_13,CI26157
58076_11,CI24917
58076_12,CI23855
58076_13,CI24261
58078_11,CI24917
58078_12,CI23855
58078_13,CI24261
58079_11,CI24917
58079_12,CI23855
58079_13,CI24261
58080_11,CI24917
58080_12,CI23855
58080_13,CI24261
58081_11,CI23855
58081_12,CI24261
58081_13,CI23933
58082_11,CI24917
58082_12,CI23855
58082_13,CI24261
58085_11,CI24917
58085_12,CI23855
58085_13,CI24261
58089_11,CI24917
58089_12,CI23855
58089_13,CI24261
58090_11,CI24917
58090_12,CI23855
58090_13,CI24261
58093_11,CI24917
58093_12,CI23855
58093_13,CI24261
58094_11,CI24917
58094_12,CI23855
58094_13,CI27282
58097_11,CI24917
58097_12,CI23855
58097_13,CI24261
58102_11,CI26855
58102_12,CI26857
58102_13,CI27137
58103_11,CI23855
58103_12,CI24261
58103_13,CI23933
58111_11,CI26904
58111_12,CI26917
58111_13,CI26867
58112_11,CI26904
58112_12,CI26917
58112_13,CI26867
58113_11,CI24917
58113_12,CI23855
58113_13,CI24261
58123_11,CI23855
58123_12,CI24261
58123_13,CI23933
58128_11,CI24917
58128_12,CI23855
58128_13,CI24261
58131_11,CI24917
58131_12,CI23855
58131_13,CI24261
58132_11,CI24917
58132_12,CI23855
58132_13,CI24261
58135_11,CI24917
58135_12,CI23933
58135_13,CI23714
58136_11,CI24917
58136_12,CI23855
58136_13,CI24261
58137_11,CI23855
58137_12,CI24261
58137_13,CI23933
58140_11,CI24917
58140_12,CI24261
58140_13,CI23933
58142_11,CI26938
58142_12,CI27018
58142_13,CI27019
58146_11,CI24917
58146_12,CI23855
58146_13,CI24261
58149_11,CI26155
58149_12,CI26165
58149_13,CI26156
58152_11,CI24917
58152_12,CI23855
58152_13,CI24261
58155_11,CI26938
58155_12,CI27018
58155_13,CI27019
58156_11,CI24917
58156_12,CI23855
58156_13,CI24261
58159_11,CI26155
58159_12,CI26165
58159_13,CI26156
58162_11,CI24917
58162_12,CI23855
58162_13,CI24261
58164_11,CI26165
58164_12,CI26156
58164_13,CI26157
58167_11,CI24917
58167_12,CI23855
58167_13,CI24261
58172_11,CI24917
58172_12,CI24261
58172_13,CI23933
58175_11,CI24917
58175_12,CI27282
58175_13,CI26052
58176_11,CI28567
58176_12,CI28569
58176_13,CI28570
58177_11,CI28567
58177_12,CI28569
58177_13,CI28570
58181_11,CI23855
58181_12,CI24261
58181_13,CI23933
58182_11,CI24917
58182_12,CI23855
58182_13,CI24261
58183_11,CI24917
58183_12,CI23855
58183_13,CI24261
58186_11,CI24917
58186_12,CI23855
58186_13,CI24261
58190_11,CI24917
58190_12,CI24261
58190_13,CI23933
58191_11,CI26155
58191_12,CI26165
58191_13,CI26156
58199_11,CI23855
58199_12,CI24261
58199_13,CI23933
58200_11,CI23855
58200_12,CI24261
58200_13,CI27282
58206_11,CI23855
58206_12,CI24261
58206_13,CI23933
58209_11,CI24917
58209_12,CI24261
58209_13,CI23933
58211_11,CI23855
58211_12,CI24261
58211_13,CI23933
58212_11,CI24917
58212_12,CI23855
58212_13,CI24261
58216_11,CI26155
58216_12,CI26165
58216_13,CI26156
58219_11,CI24917
58219_12,CI23855
58219_13,CI23933
58222_11,CI24917
58222_12,CI23855
58222_13,CI24261
58227_11,CI24917
58227_12,CI23855
58227_13,CI24261
58228_11,CI26176
58228_12,CI26190
58228_13,CI26193
58229_11,CI24917
58229_12,CI23855
58229_13,CI24261
58232_11,CI23663
58232_12,CI24230
58232_13,CI27805
58233_11,CI23855
58233_12,CI24261
58233_13,CI23933
58239_11,CI27805
58239_12,CI27808
58239_13,CI27796
58242_11,CI27805
58242_12,CI27808
58242_13,CI27800
58244_11,CI24917
58244_12,CI23855
58244_13,CI24261
58246_11,CI24917
58246_12,CI23855
58246_13,CI24261
58248_11,CI24917
58248_12,CI23855
58248_13,CI24261
58249_11,CI27805
58249_12,CI27808
58249_13,CI27800
58251_11,CI23663
58251_12,CI24230
58251_13,CI27805
58253_11,CI23855
58253_12,CI24261
58253_13,CI23933
58254_11,CI24917
58254_12,CI23933
58254_13,CI23714
58258_11,CI24917
58258_12,CI23855
58258_13,CI24261
58261_11,CI24917
58261_12,CI23855
58261_13,CI23933
58263_11,CI24917
58263_12,CI23855
58263_13,CI24261
58264_11,CI24917
58264_12,CI23855
58264_13,CI24261
58267_11,CI24917
58267_12,CI23855
58267_13,CI24261
58269_11,CI24917
58269_12,CI23855
58269_13,CI24261
58273_11,CI24917
58273_12,CI24261
58273_13,CI23933
58276_11,CI24917
58276_12,CI23855
58276_13,CI23933
58278_11,CI23855
58278_12,CI24261
58278_13,CI23933
58287_11,CI27805
58287_12,CI27808
58287_13,CI27800
58290_11,CI24917
58290_12,CI23855
58290_13,CI24261
58291_11,CI24917
58291_12,CI23855
58291_13,CI24261
58295_11,CI23663
58295_12,CI24230
58295_13,CI27805
58297_11,CI24917
58297_12,CI23855
58297_13,CI24261
58304_11,CI24917
58304_12,CI23855
58304_13,CI24261
58308_11,CI24917
58308_12,CI25634
58308_13,CI25142
58310_11,CI26176
58310_12,CI26190
58310_13,CI26193
58316_11,CI24917
58316_12,CI23855
58316_13,CI24261
58318_11,CI24917
58318_12,CI23855
58318_13,CI24261
58320_11,CI24917
58320_12,CI23855
58320_13,CI24261
58321_11,CI27808
58321_12,CI27796
58321_13,CI27780
58323_11,CI24917
58323_12,CI23855
58323_13,CI24261
58324_11,CI24917
58324_12,CI23855
58324_13,CI24261
58326_11,CI24917
58326_12,CI23855
58326_13,CI24261
58331_11,CI23663
58331_12,CI24230
58331_13,CI27805
58333_11,CI24917
58333_12,CI23855
58333_13,CI24261
58334_11,CI24917
58334_12,CI23855
58334_13,CI24261
58335_11,CI23663
58335_12,CI24230
58335_13,CI27805
58338_11,CI23855
58338_12,CI24261
58338_13,CI23933
58343_11,CI23855
58343_12,CI23933
58343_13,CI23714
58344_11,CI24917
58344_12,CI23855
58344_13,CI24261
58345_11,CI24917
58345_12,CI25634
58345_13,CI25142
58348_11,CI24261
58348_12,CI23933
58348_13,CI23714
58350_11,CI26176
58350_12,CI26178
58350_13,CI26195
58352_11,CI28567
58352_12,CI28569
58352_13,CI28570
58360_11,CI24917
58360_12,CI23855
58360_13,CI24261
58361_11,CI24917
58361_12,CI23855
58361_13,CI24261
58362_11,CI23855
58362_12,CI24261
58362_13,CI23933
58364_11,CI24917
58364_12,CI24261
58364_13,CI23933
58366_11,CI24917
58366_12,CI23855
58366_13,CI24261
58367_11,CI24917
58367_12,CI23855
58367_13,CI24261
58368_11,CI24917
58368_12,CI23855
58368_13,CI24261
58372_11,CI24917
58372_12,CI24261
58372_13,CI23933
58380_11,CI24917
58380_12,CI23855
58380_13,CI23933
58383_11,CI24917
58383_12,CI23855
58383_13,CI24261
58384_11,CI24917
58384_12,CI23855
58384_13,CI24261
58393_11,CI24917
58393_12,CI24261
58393_13,CI23933
58395_11,CI24917
58395_12,CI23855
58395_13,CI24261
58396_11,CI24917
58396_12,CI24261
58396_13,CI23933
58398_11,CI24917
58398_12,CI23855
58398_13,CI24261
58403_11,CI26176
58403_12,CI26178
58403_13,CI26194
58405_11,CI24917
58405_12,CI24261
58405_13,CI23933
58408_11,CI24917
58408_12,CI23855
58408_13,CI23933
58410_11,CI24917
58410_12,CI24261
58410_13,CI23933
58413_11,CI24917
58413_12,CI23855
58413_13,CI23933
58417_11,CI23855
58417_12,CI24261
58417_13,CI23714
58418_11,CI24917
58418_12,CI23855
58418_13,CI23714
58419_11,CI24917
58419_12,CI23855
58419_13,CI24261
58420_11,CI23855
58420_12,CI24261
58420_13,CI23933
58423_11,CI24917
58423_12,CI23855
58423_13,CI24261
58424_11,CI23855
58424_12,CI24261
58424_13,CI23933
58428_11,CI24261
58428_12,CI23933
58428_13,CI23714
58429_11,CI24917
58429_12,CI25634
58429_13,CI25142
58433_11,CI24917
58433_12,CI23855
58433_13,CI24261
58436_11,CI24917
58436_12,CI23855
58436_13,CI23933
58437_11,CI24917
58437_12,CI23855
58437_13,CI24261
58442_11,CI24917
58442_12,CI23855
58442_13,CI23933
58444_11,CI27805
58444_12,CI27808
58444_13,CI27800
58445_11,CI24917
58445_12,CI23855
58445_13,CI24261
58448_11,CI24917
58448_12,CI23855
58448_13,CI24261
58451_11,CI24917
58451_12,CI23855
58451_13,CI24261
58458_11,CI23663
58458_12,CI24230
58458_13,CI27805
58465_11,CI24917
58465_12,CI23855
58465_13,CI24261
58467_11,CI24917
58467_12,CI23855
58467_13,CI24261
58469_11,CI23855
58469_12,CI23933
58469_13,CI23714
58472_11,CI27282
58472_12,CI26052
58472_13,CI25727
58475_11,CI24917
58475_12,CI23933
58475_13,CI23714
58477_11,CI26984
58477_12,CI27010
58477_13,CI26999
58479_11,CI27014
58479_12,CI26984
58479_13,CI27010
58481_11,CI27014
58481_12,CI26984
58481_13,CI26999
58482_11,CI27014
58482_12,CI26984
58482_13,CI27010
58483_11,CI24917
58483_12,CI24261
58483_13,CI23933
58485_11,CI26904
58485_12,CI26867
58485_13,CI26855
58488_11,CI24917
58488_12,CI23855
58488_13,CI24261
58490_11,CI26984
58490_12,CI27010
58490_13,CI26999
58492_11,CI26155
58492_12,CI26165
58492_13,CI26157
58493_11,CI24261
58493_12,CI23933
58493_13,CI23714
58494_11,CI24917
58494_12,CI23855
58494_13,CI24261
58497_11,CI24917
58497_12,CI23855
58497_13,CI24261
58499_11,CI27014
58499_12,CI26984
58499_13,CI26999
58503_11,CI24917
58503_12,CI23855
58503_13,CI24261
58508_11,CI24917
58508_12,CI23855
58508_13,CI24261
58509_11,CI27014
58509_12,CI26984
58509_13,CI27010
58516_11,CI24917
58516_12,CI24261
58516_13,CI23933
58518_11,CI24917
58518_12,CI23855
58518_13,CI24261
58519_11,CI24917
58519_12,CI23855
58519_13,CI24261
58522_11,CI23663
58522_12,CI24230
58522_13,CI27805
58523_11,CI23663
58523_12,CI24230
58523_13,CI27805
58531_11,CI24917
58531_12,CI23855
58531_13,CI24261
58532_11,CI26165
58532_12,CI26156
58532_13,CI26157
58537_11,CI26904
58537_12,CI26917
58537_13,CI26867
58538_11,CI26155
58538_12,CI26165
58538_13,CI26156
58542_11,CI26155
58542_12,CI26165
58542_13,CI26156
58544_11,CI26155
58544_12,CI26165
58544_13,CI26156
58545_11,CI24917
58545_12,CI23855
58545_13,CI24261
58551_11,CI23663
58551_12,CI24230
58551_13,CI27805
58553_11,CI27282
58553_12,CI26052
58553_13,CI25727
58554_11,CI24917
58554_12,CI25142
58554_13,CI24915
58557_11,CI24917
58557_12,CI23855
58557_13,CI24261
58559_11,CI23663
58559_12,CI24230
58559_13,CI27805
58565_11,CI23663
58565_12,CI24230
58565_13,CI27805
58569_11,CI23663
58569_12,CI24230
58569_13,CI27805
58571_11,CI24917
58571_12,CI23855
58571_13,CI24261
58573_11,CI24917
58573_12,CI23855
58573_13,CI24261
58575_11,CI23663
58575_12,CI24230
58575_13,CI27805
58582_11,CI27282
58582_12,CI26052
58582_13,CI25727
58588_11,CI24917
58588_12,CI23855
58588_13,CI24261
58589_11,CI24917
58589_12,CI23855
58589_13,CI24261
58592_11,CI26155
58592_12,CI26165
58592_13,CI26156
58608_11,CI24917
58608_12,CI23855
58608_13,CI24261
58609_11,CI24917
58609_12,CI24261
58609_13,CI23933
58613_11,CI24917
58613_12,CI23855
58613_13,CI24261
58615_11,CI24917
58615_12,CI27282
58615_13,CI26052
58618_11,CI27282
58618_12,CI26052
58618_13,CI25727
58621_11,CI23855
58621_12,CI24261
58621_13,CI23714
58623_11,CI24917
58623_12,CI24261
58623_13,CI23933
58624_11,CI24917
58624_12,CI23855
58624_13,CI24261
58625_11,CI24917
58625_12,CI23855
58625_13,CI24261
58629_11,CI24917
58629_12,CI23855
58629_13,CI24261
58634_11,CI24917
58634_12,CI23855
58634_13,CI24261
58639_11,CI24917
58639_12,CI23855
58639_13,CI24261
58647_11,CI23933
58647_12,CI23714
58647_13,CI27282
58649_11,CI23855
58649_12,CI24261
58649_13,CI23933
58652_11,CI26155
58652_12,CI26165
58652_13,CI26156
58654_11,CI28567
58654_12,CI28569
58654_13,CI28570
58658_11,CI24917
58658_12,CI23855
58658_13,CI24261
58660_11,CI24917
58660_12,CI23855
58660_13,CI24261
58661_11,CI24917
58661_12,CI23855
58661_13,CI23933
58662_11,CI25634
58662_12,CI25142
58662_13,CI24915
58666_11,CI24917
58666_12,CI23855
58666_13,CI24261
58670_11,CI28567
58670_12,CI28569
58670_13,CI28570
58671_11,CI24917
58671_12,CI23855
58671_13,CI24261
58674_11,CI26155
58674_12,CI26165
58674_13,CI26156
58679_11,CI24917
58679_12,CI23855
58679_13,CI24261
58680_11,CI28567
58680_12,CI28569
58680_13,CI28570
58681_11,CI28567
58681_12,CI28569
58681_13,CI28570
58682_11,CI24917
58682_12,CI23855
58682_13,CI24261
58684_11,CI26155
58684_12,CI26165
58684_13,CI26156
58687_11,CI27282
58687_12,CI26052
58687_13,CI25727
58688_11,CI24917
58688_12,CI23855
58688_13,CI24261
58693_11,CI27282
58693_12,CI26052
58693_13,CI25727
58695_11,CI24917
58695_12,CI24261
58695_13,CI23933
58697_11,CI27282
58697_12,CI26052
58697_13,CI25727
58699_11,CI24917
58699_12,CI23855
58699_13,CI24261
58700_11,CI24917
58700_12,CI23855
58700_13,CI24261
58706_11,CI26155
58706_12,CI26165
58706_13,CI26156
58708_11,CI23855
58708_12,CI24261
58708_13,CI23933
58712_11,CI24917
58712_12,CI23855
58712_13,CI24261
58715_11,CI24917
58715_12,CI23855
58715_13,CI24261
58717_11,CI26155
58717_12,CI26165
58717_13,CI26156
58718_11,CI24917
58718_12,CI24261
58718_13,CI23933
58725_11,CI24917
58725_12,CI23855
58725_13,CI24261
58727_11,CI26176
58727_12,CI26190
58727_13,CI26193
58732_11,CI23855
58732_12,CI24261
58732_13,CI23933
58734_11,CI24917
58734_12,CI23855
58734_13,CI24261
58735_11,CI23855
58735_12,CI24261
58735_13,CI23933
58739_11,CI24917
58739_12,CI23855
58739_13,CI24261
58740_11,CI26155
58740_12,CI26165
58740_13,CI26156
58742_11,CI24917
58742_12,CI23855
58742_13,CI24261
58745_11,CI24917
58745_12,CI23855
58745_13,CI24261
58748_11,CI24917
58748_12,CI24261
58748_13,CI23933
58750_11,CI24917
58750_12,CI23855
58750_13,CI24261
58751_11,CI24917
58751_12,CI23855
58751_13,CI24261
58757_11,CI24917
58757_12,CI24261
58757_13,CI23933
58760_11,CI26155
58760_12,CI26165
58760_13,CI26156
58762_11,CI24917
58762_12,CI23855
58762_13,CI24261
58767_11,CI26155
58767_12,CI26165
58767_13,CI26156
58772_11,CI26155
58772_12,CI26165
58772_13,CI26156
58778_11,CI23855
58778_12,CI24261
58778_13,CI23933
58782_11,CI23855
58782_12,CI24261
58782_13,CI23933
58783_11,CI26176
58783_12,CI26190
58783_13,CI26177
58786_11,CI24917
58786_12,CI23855
58786_13,CI24261
58790_11,CI23855
58790_12,CI23933
58790_13,CI23714
58792_11,CI23663
58792_12,CI24230
58792_13,CI27805
58796_11,CI24917
58796_12,CI23855
58796_13,CI23933
58797_11,CI24917
58797_12,CI23855
58797_13,CI23933
58798_11,CI23855
58798_12,CI24261
58798_13,CI23933
58800_11,CI23855
58800_12,CI24261
58800_13,CI23933
58801_11,CI24917
58801_12,CI23855
58801_13,CI24261
58806_11,CI23855
58806_12,CI24261
58806_13,CI23714
58807_11,CI23855
58807_12,CI24261
58807_13,CI27282
58809_11,CI23855
58809_12,CI23933
58809_13,CI27282
58815_11,CI23855
58815_12,CI24261
58815_13,CI23714
58816_11,CI23855
58816_12,CI23714
58816_13,CI27282
58817_11,CI24917
58817_12,CI25634
58817_13,CI25142
58818_11,CI24917
58818_12,CI23855
58818_13,CI24261
58819_11,CI24917
58819_12,CI23855
58819_13,CI24261
58822_11,CI23933
58822_12,CI23714
58822_13,CI27282
58827_11,CI24917
58827_12,CI23855
58827_13,CI24261
58829_11,CI23855
58829_12,CI24261
58829_13,CI23933
58831_11,CI28567
58831_12,CI28569
58831_13,CI28570
58834_11,CI23663
58834_12,CI24230
58834_13,CI27805
58836_11,CI23855
58836_12,CI23933
58836_13,CI23714
58842_11,CI26155
58842_12,CI26165
58842_13,CI26156
58847_11,CI23663
58847_12,CI24230
58847_13,CI27805
58848_11,CI26156
58848_12,CI26157
58848_13,CI26173
58850_11,CI24917
58850_12,CI23855
58850_13,CI24261
58852_11,CI24917
58852_12,CI23855
58852_13,CI24261
58853_11,CI24917
58853_12,CI23855
58853_13,CI24261
58855_11,CI26155
58855_12,CI26165
58855_13,CI26156
58856_11,CI27282
58856_12,CI26052
58856_13,CI25727
58857_11,CI23855
58857_12,CI24261
58857_13,CI23933
58859_11,CI26155
58859_12,CI26165
58859_13,CI26156
58863_11,CI26155
58863_12,CI26165
58863_13,CI26156
58866_11,CI23855
58866_12,CI24261
58866_13,CI23933
58869_11,CI24917
58869_12,CI23855
58869_13,CI24261
58873_11,CI27282
58873_12,CI26052
58873_13,CI25727
58877_11,CI24917
58877_12,CI24261
58877_13,CI23933
58885_11,CI23663
58885_12,CI24230
58885_13,CI27805
58887_11,CI23663
58887_12,CI24230
58887_13,CI27805
58888_11,CI24917
